fill	x	y	group	clickSelects
#FFE5E5	0.669672313814828	0.3004396832492	66	Alabama
#FFE5E5	0.668962790554671	0.297779633982437	66	Alabama
#FFE5E5	0.668641464635751	0.295872416519375	66	Alabama
#FFE5E5	0.668704511686307	0.293292554602743	66	Alabama
#FFE5E5	0.668726482151253	0.29311246884267	66	Alabama
#FFE5E5	0.66896063442738	0.29139593682562	66	Alabama
#FFE5E5	0.668907329295021	0.290561211557955	66	Alabama
#FFE5E5	0.669024877577746	0.28967806169768	66	Alabama
#FFE5E5	0.669842002606413	0.287391978062902	66	Alabama
#FFE5E5	0.670102689412554	0.284964359580607	66	Alabama
#FFE5E5	0.670103051390128	0.283703686659505	66	Alabama
#FFE5E5	0.669731410588377	0.282122046536112	66	Alabama
#FFE5E5	0.669808621978797	0.280836072309876	66	Alabama
#FFE5E5	0.66939099428695	0.278170577998967	66	Alabama
#FFE5E5	0.669475649824878	0.276903697727538	66	Alabama
#FFE5E5	0.669496660262344	0.275841768917785	66	Alabama
#FFE5E5	0.669148327668749	0.27469308240463	66	Alabama
#FFE5E5	0.669301900589198	0.273082728748438	66	Alabama
#FFE5E5	0.669154685883533	0.271988202274394	66	Alabama
#FFE5E5	0.669305614793874	0.271091185701693	66	Alabama
#FFE5E5	0.669694425923173	0.270733736703619	66	Alabama
#FFE5E5	0.670175919049657	0.269439594911164	66	Alabama
#FFE5E5	0.670507569198522	0.267747601893067	66	Alabama
#FFE5E5	0.670749747933906	0.264885359986996	66	Alabama
#FFE5E5	0.663141876396298	0.26487621231283	66	Alabama
#FFE5E5	0.663116899943669	0.264876103411947	66	Alabama
#FFE5E5	0.654536064162567	0.264597643854292	66	Alabama
#FFE5E5	0.652180786253474	0.264666541812893	66	Alabama
#FFE5E5	0.648994706858667	0.264532702627771	66	Alabama
#FFE5E5	0.643991027896049	0.264770614756681	66	Alabama
#FFE5E5	0.642771179208704	0.264774208485818	66	Alabama
#FFE5E5	0.636731567642813	0.264954475747362	66	Alabama
#FFE5E5	0.629878183275357	0.264935345492261	66	Alabama
#FFE5E5	0.630015309823407	0.263183166586198	66	Alabama
#FFE5E5	0.629451191381044	0.260371382089218	66	Alabama
#FFE5E5	0.629605362351398	0.259332975870178	66	Alabama
#FFE5E5	0.630770221923755	0.25706054114606	66	Alabama
#FFE5E5	0.631010968486997	0.25571002499654	66	Alabama
#FFE5E5	0.63205697350973	0.254160401732729	66	Alabama
#FFE5E5	0.632706109467596	0.25368878830905	66	Alabama
#FFE5E5	0.633024791376407	0.252788722511626	66	Alabama
#FFE5E5	0.633109210842003	0.251049321309161	66	Alabama
#FFE5E5	0.632656172300493	0.248740441089555	66	Alabama
#FFE5E5	0.632289693613715	0.24782915850119	66	Alabama
#FFE5E5	0.632707337043717	0.246025433177206	66	Alabama
#FFE5E5	0.632920825121796	0.244524779010419	66	Alabama
#FFE5E5	0.631957823130674	0.241597559577533	66	Alabama
#FFE5E5	0.630051491842685	0.240128595567678	66	Alabama
#FFE5E5	0.629959628229582	0.238646127848341	66	Alabama
#FFE5E5	0.626781701199275	0.237031345556242	66	Alabama
#FFE5E5	0.62352028325454	0.237019475360003	66	Alabama
#FFE5E5	0.627023895672814	0.23843642104811	66	Alabama
#FFE5E5	0.627377028403808	0.239408688130917	66	Alabama
#FFE5E5	0.625079855764474	0.243832750199688	66	Alabama
#FFE5E5	0.624923733262849	0.251088743428782	66	Alabama
#FFE5E5	0.623249130575055	0.255553897430712	66	Alabama
#FFE5E5	0.621425204268771	0.24077851603701	66	Alabama
#FFE5E5	0.618519232563875	0.243215536295531	66	Alabama
#FFE5E5	0.617243041280178	0.242825598534049	66	Alabama
#FFE5E5	0.616993953494571	0.255273187254811	66	Alabama
#FFE5E5	0.616805772370384	0.264865104422771	66	Alabama
#FFE5E5	0.616721352904788	0.269227818994157	66	Alabama
#FFE5E5	0.616465765260999	0.280652901024787	66	Alabama
#FFE5E5	0.616240804067629	0.290331575896148	66	Alabama
#FFE5E5	0.616117180856917	0.29710633612357	66	Alabama
#FFE5E5	0.616671604595551	0.309407743559144	66	Alabama
#FFE5E5	0.616859392265852	0.312365092236308	66	Alabama
#FFE5E5	0.61736238371262	0.322211401866794	66	Alabama
#FFE5E5	0.618083049586805	0.334709157594292	66	Alabama
#FFE5E5	0.618218004269409	0.336986601759025	66	Alabama
#FFE5E5	0.618763126758198	0.347927401563261	66	Alabama
#FFE5E5	0.619239095792135	0.35699909921346	66	Alabama
#FFE5E5	0.619654441451448	0.364401636730684	66	Alabama
#FFE5E5	0.620371330168335	0.37588690464928	66	Alabama
#FFE5E5	0.620423187390397	0.377024047668844	66	Alabama
#FFE5E5	0.620922653490354	0.385507390148862	66	Alabama
#FFE5E5	0.621180082498326	0.390630305483695	66	Alabama
#FFE5E5	0.621413872796879	0.394812970595303	66	Alabama
#FFE5E5	0.622136773489131	0.40625235494189	66	Alabama
#FFE5E5	0.621846908142868	0.406408700309484	66	Alabama
#FFE5E5	0.621308364203039	0.407511358049453	66	Alabama
#FFE5E5	0.62050748095075	0.410202698169912	66	Alabama
#FFE5E5	0.620492230678162	0.410532704145487	66	Alabama
#FFE5E5	0.623779679531938	0.410623055578025	66	Alabama
#FFE5E5	0.629732872886496	0.410423875863144	66	Alabama
#FFE5E5	0.635792833887326	0.410307714921352	66	Alabama
#FFE5E5	0.636031676133764	0.410330003302058	66	Alabama
#FFE5E5	0.641920358789314	0.409977382243128	66	Alabama
#FFE5E5	0.642723791622777	0.409934874598491	66	Alabama
#FFE5E5	0.650110022717806	0.409869461468143	66	Alabama
#FFE5E5	0.650260353578242	0.409876394824357	66	Alabama
#FFE5E5	0.657089658567927	0.409764589917881	66	Alabama
#FFE5E5	0.661191132033755	0.409684003264512	66	Alabama
#FFE5E5	0.661598781735075	0.405043301039297	66	Alabama
#FFE5E5	0.662359973359429	0.396337256253685	66	Alabama
#FFE5E5	0.662499381940014	0.394964996227874	66	Alabama
#FFE5E5	0.662719369876275	0.392726320777464	66	Alabama
#FFE5E5	0.66353098655055	0.384273688346433	66	Alabama
#FFE5E5	0.664219042966734	0.376895980230517	66	Alabama
#FFE5E5	0.664546853005681	0.372282539526329	66	Alabama
#FFE5E5	0.664731414354124	0.370307077509964	66	Alabama
#FFE5E5	0.665498240238114	0.361214361989359	66	Alabama
#FFE5E5	0.665975216513996	0.355249170925645	66	Alabama
#FFE5E5	0.666150775637547	0.352899852178177	66	Alabama
#FFE5E5	0.667094734460629	0.342131805474564	66	Alabama
#FFE5E5	0.667100132647933	0.34180154539693	66	Alabama
#FFE5E5	0.667930855442871	0.332787238512035	66	Alabama
#FFE5E5	0.668220720789134	0.330450661167871	66	Alabama
#FFE5E5	0.66875913882372	0.329348039728196	66	Alabama
#FFE5E5	0.668677143034056	0.328594627119786	66	Alabama
#FFE5E5	0.668809579611796	0.328161492008076	66	Alabama
#FFE5E5	0.668982966869901	0.327798706866739	66	Alabama
#FFE5E5	0.669079520453315	0.326186356694359	66	Alabama
#FFE5E5	0.669351129539307	0.325684686626991	66	Alabama
#FFE5E5	0.66914137140406	0.324586893126459	66	Alabama
#FFE5E5	0.669416458622397	0.323953126288096	66	Alabama
#FFE5E5	0.669450689110404	0.323029392698782	66	Alabama
#FFE5E5	0.669661186938956	0.322239824997239	66	Alabama
#FFE5E5	0.670843468649347	0.319977409154351	66	Alabama
#FFE5E5	0.670935332262451	0.317650850691417	66	Alabama
#FFE5E5	0.671319815399013	0.316729331420056	66	Alabama
#FFE5E5	0.671232043706316	0.315544562414357	66	Alabama
#FFE5E5	0.671019153678142	0.315191759853955	66	Alabama
#FFE5E5	0.671221011259376	0.314625838265658	66	Alabama
#FFE5E5	0.670742146404845	0.313739203577129	66	Alabama
#FFE5E5	0.67069112330502	0.31310445663082	66	Alabama
#FFE5E5	0.672017236017664	0.311781129401739	66	Alabama
#FFE5E5	0.672433793514944	0.310895329619979	66	Alabama
#FFE5E5	0.672443031812167	0.310548335106667	66	Alabama
#FFE5E5	0.672264482439089	0.310199089975108	66	Alabama
#FFE5E5	0.671976190908366	0.310120463537632	66	Alabama
#FFE5E5	0.672096981251105	0.309436820094886	66	Alabama
#FFE5E5	0.671902347483202	0.309052835581672	66	Alabama
#FFE5E5	0.671156783847165	0.308844834895274	66	Alabama
#FFE5E5	0.671398506176042	0.308107212914889	66	Alabama
#FFE5E5	0.670651872345438	0.30763349407414	66	Alabama
#FFE5E5	0.67039131144454	0.307176001464948	66	Alabama
#FFE5E5	0.669935990870496	0.305737130399077	66	Alabama
#FFE5E5	0.670048140965918	0.304439685279839	66	Alabama
#FFE5E5	0.66988339395513	0.303668267725451	66	Alabama
#FFE5E5	0.669799116132932	0.302955547746963	66	Alabama
#FFE5E5	0.669882685738137	0.301770923942441	66	Alabama
#FFE5E5	0.669672313814828	0.3004396832492	66	Alabama
#FFE5E5	0.206174823433562	0.338446236593242	49	Arizona
#FFE5E5	0.205569502500346	0.338775661764107	49	Arizona
#FFE5E5	0.204769437632139	0.338420644885753	49	Arizona
#FFE5E5	0.204391060899873	0.3386589563179	49	Arizona
#FFE5E5	0.204214919464572	0.339052633009695	49	Arizona
#FFE5E5	0.203919168048187	0.338853344393931	49	Arizona
#FFE5E5	0.203173116529333	0.34090285901069	49	Arizona
#FFE5E5	0.203202893119361	0.341882712855007	49	Arizona
#FFE5E5	0.203696174124243	0.343511688562181	49	Arizona
#FFE5E5	0.203665783746155	0.345593328939404	49	Arizona
#FFE5E5	0.203545229475746	0.346125600154876	49	Arizona
#FFE5E5	0.203702894316601	0.347169524018651	49	Arizona
#FFE5E5	0.202794267652406	0.348537754711794	49	Arizona
#FFE5E5	0.203295118710038	0.350233341459027	49	Arizona
#FFE5E5	0.202959376640767	0.352362027017676	49	Arizona
#FFE5E5	0.204215973920984	0.352654498488934	49	Arizona
#FFE5E5	0.204444476199321	0.353391721166082	49	Arizona
#FFE5E5	0.204593736865189	0.35445074595229	49	Arizona
#FFE5E5	0.204955761653987	0.35508701751096	49	Arizona
#FFE5E5	0.205129274817336	0.355933467773688	49	Arizona
#FFE5E5	0.206036437833079	0.357771279074028	49	Arizona
#FFE5E5	0.205866040824501	0.358513039287965	49	Arizona
